Municipios,Ocupación_CIUO,Cargo_identificado,Nivel_educativo,programas_formar_esta_ocupación,instituciones_que_ofrecen_ programa,Nivel_formación,Municipios_programa,Brecha_cantidad
BOGOTÁ;PEREIRA;BUCARAMANGA;ARMENIA,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE ELECTRÓNICA;CERTIFICACIONES TECNOLOGÍA;CTI;VENTAS NEGOCIACIÓN;TÉCNICO;FINANZAS,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;PEREIRA;BUCARAMANGA;ARMENIA,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE ELECTRÓNICA;CERTIFICACIONES TECNOLOGÍA;CTI;VENTAS NEGOCIACIÓN;TÉCNICO;FINANZAS,INGENIERÍA DE ELECTRÓNICA,,UNIVERSITARIO,PEREIRA,UNIVERSITARIO;INGENIERÍA DE ELECTRONICA;
BOGOTÁ;PEREIRA;BUCARAMANGA;ARMENIA,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE ELECTRÓNICA;CERTIFICACIONES TECNOLOGÍA;CTI;VENTAS NEGOCIACIÓN;TÉCNICO;FINANZAS,INGENIERÍA DE SISTEMAS,UNIVERSIDAD TECNOLÓGICA DE PEREIRA - UTP;UNIVERSIDAD LIBRE;UNIVERSIDAD CATOLICA DE PEREIRA,UNIVERSITARIO,PEREIRA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;PEREIRA;BUCARAMANGA;ARMENIA,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE ELECTRÓNICA;CERTIFICACIONES TECNOLOGÍA;CTI;VENTAS NEGOCIACIÓN;TÉCNICO;FINANZAS,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,UNIVERSIDAD DEL QUINDÍO,UNIVERSITARIO,ARMENIA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;PEREIRA;BUCARAMANGA;ARMENIA,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE ELECTRÓNICA;CERTIFICACIONES TECNOLOGÍA;CTI;VENTAS NEGOCIACIÓN;TÉCNICO;FINANZAS,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS CON ESPECIALIZACIÓN EN APPS Y PROFUNDIZACIÓN EN FRAMEWORKS PARA WEB;
BOGOTÁ;BUCARAMANGA;CALI;BARRANQUILLA;MEDELLÍN,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE INFRAESTRUCTURA,TÉCNICO;TÉCNICO EN SISTEMAS,TÉCNICO EN SISTEMAS,TECNOLÓGICO DE ANTIOQUIA,TÉCNICO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;CALI;BARRANQUILLA;MEDELLÍN,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE INFRAESTRUCTURA,TÉCNICO;TÉCNICO EN SISTEMAS,TÉCNICO LABORAL EN SISTEMAS INFORMÁTICOS,CENTRO DE INFORMÁTICA DEL CARIBE;CENTRO INCA LTDA;INSTITUTO CENTRO DE SISTEMAS S.A.S;INSTITUTO TÉCNICO DE ADMINISTRACIÓN Y SALUDINCATEC,TÉCNICO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;CALI;BARRANQUILLA;MEDELLÍN,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE INFRAESTRUCTURA,TÉCNICO;TÉCNICO EN SISTEMAS,TÉCNICO EN SISTEMAS,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TÉCNICO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;CALI;BARRANQUILLA;MEDELLÍN,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE INFRAESTRUCTURA,TÉCNICO;TÉCNICO EN SISTEMAS,AUXILIAR DE SISTEMAS INFORMÁTICOS,CENTRO DE CAPACITACIÓNDON BOSCO;INSTITUTO POLITÉCNICO DE OCCIDENTE,TÉCNICO,CALI,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;CERTIFICACIONES MICROSOFT;ORACLE;CERTIFICACIÓN EN CONTINUIDAD DE NEGOCIOS;CERTIFICACIONES EN ISOTONICAS 27000;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE INFRAESTRUCTURA,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;CERTIFICACIONES MICROSOFT;ORACLE;CERTIFICACIÓN EN CONTINUIDAD DE NEGOCIOS;CERTIFICACIONES EN ISOTONICAS 27000;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MEDELLÍN,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE MERCHANDISING,UNIVERSITARIO;FÍSICA;ESTADÍSTICA;INGENIERÍA DE SISTEMAS;,ESTADÍSTICA,,UNIVERSITARIO,MEDELLÍN,UNIVERSITARIO;ESTADÍSTICA;
MEDELLÍN,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE MERCHANDISING,UNIVERSITARIO;FÍSICA;ESTADÍSTICA;INGENIERÍA DE SISTEMAS;,FÍSICA,,UNIVERSITARIO,MEDELLÍN,UNIVERSITARIO;FISICA;
MEDELLÍN,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE MERCHANDISING,UNIVERSITARIO;FÍSICA;ESTADÍSTICA;INGENIERÍA DE SISTEMAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE PRUEBAS DE SOFTWARE,TÉCNICO;TÉCNICO EN SISTEMAS;,TÉCNICO EN SISTEMAS,,TÉCNICO,MANIZALES,TÉCNICO;TÉCNICO EN SISTEMAS;
MANIZALES;BOGOTÁ,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE PRUEBAS DE SOFTWARE,TÉCNICO;TÉCNICO EN SISTEMAS;,TÉCNICO EN SISTEMAS,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TÉCNICO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE PRUEBAS DE SOFTWARE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;VISUAL STUDIO;ORACLE;JAVA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE PRUEBAS DE SOFTWARE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;VISUAL STUDIO;ORACLE;JAVA;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSITARIASALAZAR Y HERRERA;TECNOLÓGICO DE ANTIOQUIA;SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,UNIDADES TECNOLÓGICAS DE SANTANDER,TECNÓLOGO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD DE CALDAS,TECNÓLOGO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,"UNIVERSIDAD DEL VALLE;UNIVERSIDAD SANTIAGO DE CALI;INSTITUCIÓN UNIVERSITARIA ANTONIO JOSE CAMACHO;FUNDACIÓN CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.",TECNÓLOGO,CALI,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD DEL VALLE;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD SANTIAGO DE CALI;UNIVERSIDAD LIBRE;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ICESI;UNIVERSIDAD AUTÓNOMA DE OCCIDENTE;FUNDACIÓN UNIVERSITARIA CATOLICA,UNIVERSITARIO,CALI,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD AUTÓNOMA LATINOAMERICANA-UNAULA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;POLITÉCNICO COLOMBIANO JAIME ISAZA CADAVI,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD MANUELA BELTRAN-UMB-;UNIVERSIDAD DE LA SALLE;UNIVERSIDAD LIBRE;UNIVERSIDAD DE LOS ANDES;CORPORACIÓN UNIVERSIDAD PILOTO DE COLOMBIA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ANTONIO NARIÑO;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD SANTO TOMÁS;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;UNIVERSIDAD DE SAN,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BUCARAMANGA;BOGOTÁ;MANIZALES;MEDELLÍN;CALI,2153. INGENIEROS DE TELECOMUNICACIONES,INGENIERO DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;CERTIFICATION EN CISCO  CCNA O EQUIVALENTE;CERTIFICACIÓN DE PROVEEDORES DE EQUIPOS DE TELECOMUNICACIONES;CERTIFICACIONES SERVICE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DEL VALLE;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD SANTIAGO DE CALI;UNIVERSIDAD LIBRE;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ICESI;FUNDACIÓN UNIVERSITARIA CATOLICA LUMEN GENTIUM;INSTITUCIÓN UNIVERSI,UNIVERSITARIO,CALI,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,JEFE DE SISTEMAS,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS INFORMÁTICOS;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,JEFE DE SISTEMAS,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS INFORMÁTICOS;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSITARIASALAZAR Y HERRERA;TECNOLÓGICO DE ANTIOQUIA;SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,JEFE DE SISTEMAS,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS INFORMÁTICOS;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,JEFE DE SISTEMAS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;CURSOS DE MANEJO DE SERVICIO AL CLIENTE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,JEFE DE SISTEMAS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;CURSOS DE MANEJO DE SERVICIO AL CLIENTE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,JEFE DE SISTEMAS,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;CURSOS DE MANEJO DE SERVICIO AL CLIENTE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DEL NORTE;UNIVERSIDAD AUTÓNOMA DEL CARIBE- UNIAUTÓNOMA;UNIVERSIDAD LIBRE;UNIVERSIDAD SIMON BOLIVAR;CORPORACIÓN UNIVERSITARIA EMPRESARIAL DE SALAMANCA;CORPORACIÓN UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;CORPORACIÓN POLITÉCNICO DE LA CO,UNIVERSITARIO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
MANIZALES;BOGOTÁ;BARRANQUILLA;BUCARAMANGA;MEDELLÍN,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,LIDER DE INFRAESTRUCTURA,TECNÓLOGO;TECNOLOGÍA EN DESARROLLO DE SOFTWARE,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,UNIVERSIDAD DE SAN BUENAVENTURA,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
